InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
561894,22423,REGENCY CAKESTAND 3 TIER,1,7/31/2011 15:00,12.75,14456,United Kingdom,12.75
543997,21985,PACK OF 12 HEARTS DESIGN TISSUES,1,2/15/2011 10:49,0.29,17348,United Kingdom,0.29
576618,21803,CHRISTMAS TREE STAR DECORATION,11,11/15/2011 17:00,0.42,,United Kingdom,4.62
549843,22561,WOODEN SCHOOL COLOURING SET,12,4/12/2011 14:04,1.65,13157,United Kingdom,19.8
562560,20764,ABSTRACT CIRCLES SKETCHBOOK,2,8/5/2011 17:12,3.75,14156,EIRE,7.5
578927,20726,LUNCH BAG WOODLAND,2,11/27/2011 12:26,1.65,15747,United Kingdom,3.3
560942,20724,RED RETROSPOT CHARLOTTE BAG,12,7/22/2011 11:31,0.85,15005,United Kingdom,10.2
540672,21279,VINTAGE KITCHEN PRINT FRUITS,6,1/10/2011 15:51,2.55,15281,United Kingdom,15.3
580983,23263,SET OF 3 WOODEN HEART DECORATIONS,6,12/6/2011 16:26,2.46,,United Kingdom,14.76
548666,21058,PARTY INVITES WOODLAND,12,4/1/2011 14:58,0.85,13124,United Kingdom,10.2
577813,21485,RETROSPOT HEART HOT WATER BOTTLE,3,11/22/2011 9:06,4.95,14297,United Kingdom,14.85
578626,21485,RETROSPOT HEART HOT WATER BOTTLE,6,11/24/2011 15:38,4.95,12709,Germany,29.7
540154,21754,HOME BUILDING BLOCK WORD,2,1/5/2011 11:30,11.87,,United Kingdom,23.74
544463,22090,PAPER BUNTING RETROSPOT,1,2/20/2011 14:31,2.95,12988,United Kingdom,2.95
560843,20713,JUMBO BAG OWLS,60,7/21/2011 12:27,1.65,14298,United Kingdom,99
556256,22698,PINK REGENCY TEACUP AND SAUCER,6,6/9/2011 17:37,2.95,14309,United Kingdom,17.7
549787,21169,YOU'RE CONFUSING ME METAL SIGN,6,4/12/2011 11:58,1.69,13268,United Kingdom,10.14
575152,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,11/8/2011 16:12,0.85,16284,United Kingdom,10.2
541132,21156,RETROSPOT CHILDRENS APRON,1,1/14/2011 10:17,4.13,,United Kingdom,4.13
550834,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,4/21/2011 10:51,2.95,14730,United Kingdom,2.95
571456,23199,JUMBO BAG APPLES,1,10/17/2011 13:57,2.08,16729,United Kingdom,2.08
564221,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,8/24/2011 9:36,2.46,,United Kingdom,2.46
547398,21080,SET/20 RED RETROSPOT PAPER NAPKINS,1,3/22/2011 16:55,2.46,,United Kingdom,2.46
567667,23334,IVORY WICKER HEART SMALL,1,9/21/2011 15:24,1.25,,United Kingdom,1.25
563200,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,8/14/2011 10:49,3.75,13838,United Kingdom,3.75
536638,22502,PICNIC BASKET WICKER SMALL,4,12/2/2010 11:41,5.95,16244,United Kingdom,23.8
537335,20717,STRAWBERRY SHOPPER BAG,1,12/6/2010 12:15,1.25,15048,United Kingdom,1.25
562562,47503H,ASS FLORAL PRINT SPIRIT LEVEL,1,8/5/2011 17:43,0.79,16271,United Kingdom,0.79
573405,23321,SMALL WHITE HEART OF WICKER,3,10/30/2011 15:55,1.65,13822,United Kingdom,4.95
567182,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,9/18/2011 15:21,1.25,13334,United Kingdom,15
561515,90039B,FIRE POLISHED GLASS BRACELET MONTAN,1,7/27/2011 15:16,3.73,,United Kingdom,3.73
560125,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,7/15/2011 10:44,2.95,18118,United Kingdom,2.95
570879,22727,ALARM CLOCK BAKELIKE RED,12,10/13/2011 8:42,3.75,12685,France,45
577358,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,11/18/2011 15:59,2.46,,United Kingdom,4.92
573137,23212,HEART WREATH DECORATION WITH BELL,2,10/27/2011 17:15,2.46,,United Kingdom,4.92
567304,23406,HOME SWEET HOME KEY HOLDER,1,9/19/2011 13:27,6.25,14704,United Kingdom,6.25
576617,22543,MINI JIGSAW BAKE A CAKE,1,11/15/2011 16:57,0.83,,United Kingdom,0.83
551775,22966,GINGERBREAD MAN COOKIE CUTTER,12,5/4/2011 11:21,1.25,12886,United Kingdom,15
555524,22294,HEART FILIGREE DOVE  SMALL,48,6/5/2011 11:37,1.25,16923,United Kingdom,60
543345,37446,MINI CAKE STAND WITH HANGING CAKES,1,2/7/2011 12:29,3.29,,United Kingdom,3.29
559507,79337,BLUE FLOCK GLASS CANDLEHOLDER,1,7/8/2011 15:22,0.38,15920,United Kingdom,0.38
548163,22698,PINK REGENCY TEACUP AND SAUCER,1,3/29/2011 13:43,5.79,,United Kingdom,5.79
578827,21871,SAVE THE PLANET MUG,1,11/25/2011 14:25,3.29,,United Kingdom,3.29
560772,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,7/20/2011 16:12,2.46,,United Kingdom,2.46
564536,21756,BATH BUILDING BLOCK WORD,2,8/25/2011 15:12,5.95,13159,United Kingdom,11.9
581133,20932,PINK POT PLANT CANDLE,12,12/7/2011 12:55,1.25,14904,United Kingdom,15
578369,23130,MISTLETOE HEART WREATH GREEN,1,11/24/2011 11:10,4.15,14698,United Kingdom,4.15
580759,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,36,12/6/2011 10:30,0.19,17593,United Kingdom,6.84
575326,23439,HAND WARMER RED LOVE HEART,12,11/9/2011 13:47,2.1,12532,France,25.2
570482,23065,LARGE DECO JEWELLERY STAND,1,10/10/2011 17:00,12.5,17459,United Kingdom,12.5
569672,22776,SWEETHEART 3 TIER CAKE STAND,1,10/5/2011 13:58,9.95,17841,United Kingdom,9.95
545078,22321,BIRD DECORATION RED RETROSPOT,2,2/28/2011 10:15,1.63,,United Kingdom,3.26
546008,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/8/2011 15:43,5.79,,United Kingdom,17.37
580672,20719,WOODLAND CHARLOTTE BAG,3,12/5/2011 14:29,0.85,17920,United Kingdom,2.55
547910,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,6,3/28/2011 12:23,0.85,14159,United Kingdom,5.1
559928,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,7/14/2011 8:52,0.55,12405,Finland,13.2
572758,21889,WOODEN BOX OF DOMINOES,2,10/25/2011 18:39,2.46,,United Kingdom,4.92
544286,21407,BROWN CHECK CAT DOORSTOP,2,2/17/2011 12:29,4.25,13151,United Kingdom,8.5
544067,20756,GREEN FERN POCKET BOOK,3,2/15/2011 14:02,0.85,16431,United Kingdom,2.55
539437,22960,JAM MAKING SET WITH JARS,2,12/17/2010 14:54,8.47,,United Kingdom,16.94
581023,21181,PLEASE ONE PERSON METAL SIGN,5,12/7/2011 10:35,4.13,,United Kingdom,20.65
566816,22690,DOORMAT HOME SWEET HOME BLUE,10,9/15/2011 10:53,7.08,12731,France,70.8
549966,21703,BAG 125g SWIRLY MARBLES,12,4/13/2011 14:17,0.42,16224,United Kingdom,5.04
546520,20803,SMALL PINK GLASS SUNDAE DISH,6,3/14/2011 12:28,1.65,14911,EIRE,9.9
581219,22189,CREAM HEART CARD HOLDER,1,12/8/2011 9:28,8.29,,United Kingdom,8.29
569530,21479,WHITE SKULL HOT WATER BOTTLE,1,10/4/2011 14:58,4.25,17957,United Kingdom,4.25
550347,22568,FELTCRAFT CUSHION OWL,4,4/18/2011 9:33,3.75,14227,United Kingdom,15
556813,22717,CARD DOG AND BALL,1,6/14/2011 17:28,0.83,,United Kingdom,0.83
553202,22279,POCKET BAG BLUE PAISLEY RED SPOT,6,5/15/2011 16:02,1.25,15854,United Kingdom,7.5
560093,23317,BLUE REFECTORY CLOCK,2,7/14/2011 17:11,9.95,14461,United Kingdom,19.9
545713,21671,RED SPOT CERAMIC DRAWER KNOB,17,3/7/2011 10:11,3.29,,United Kingdom,55.93
556433,22328,ROUND SNACK BOXES SET OF 4 FRUITS,2,6/10/2011 14:01,4.13,,United Kingdom,8.26
555485,21285,RETROSPOT CANDLE  MEDIUM,12,6/3/2011 12:39,2.1,17722,United Kingdom,25.2
557275,21507,"ELEPHANT, BIRTHDAY CARD,",12,6/19/2011 11:45,0.42,15544,United Kingdom,5.04
545221,84279B,CHERRY BLOSSOM DECORATIVE FLASK,8,3/1/2011 8:35,3.75,14740,United Kingdom,30
560053,20974,12 PENCILS SMALL TUBE SKULL,24,7/14/2011 15:44,0.65,17612,United Kingdom,15.6
565682,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,9/6/2011 10:42,12.75,14796,United Kingdom,12.75
541260,22072,RED RETROSPOT TEA CUP AND SAUCER,1,1/16/2011 15:44,3.75,16059,United Kingdom,3.75
576644,22698,PINK REGENCY TEACUP AND SAUCER,4,11/16/2011 10:01,5.79,,United Kingdom,23.16
569363,48188,DOORMAT WELCOME PUPPIES,10,10/3/2011 15:08,7.08,13297,United Kingdom,70.8
553174,84375,SET OF 20 KIDS COOKIE CUTTERS,2,5/15/2011 11:04,2.1,16206,United Kingdom,4.2
543374,22085,PAPER CHAIN KIT SKULLS,6,2/7/2011 15:05,2.95,16945,United Kingdom,17.7
557621,85231B,CINAMMON SET OF 9 T-LIGHTS,12,6/21/2011 14:00,0.85,12444,Norway,10.2
550496,22885,NUMBER TILE VINTAGE FONT 6,1,4/18/2011 15:05,4.13,,United Kingdom,4.13
549842,22112,CHOCOLATE HOT WATER BOTTLE,3,4/12/2011 13:55,4.95,14738,United Kingdom,14.85
553888,22954,HEN PARTY CORDON BARRIER TAPE,12,5/19/2011 16:09,1.25,15201,United Kingdom,15
538071,21263,GREEN GOOSE FEATHER TREE 60CM,1,12/9/2010 14:09,5.91,,United Kingdom,5.91
580958,23323,WHITE WICKER STAR,1,12/6/2011 14:30,2.1,17266,United Kingdom,2.1
558067,23245,SET OF 3 REGENCY CAKE TINS,4,6/24/2011 15:51,4.95,14156,EIRE,19.8
544824,22681,FRENCH BLUE METAL DOOR SIGN 6,10,2/24/2011 9:32,1.25,17139,United Kingdom,12.5
578844,71270,PHOTO CLIP LINE,3,11/25/2011 16:14,2.46,,United Kingdom,7.38
571920,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2,10/19/2011 16:16,9.95,14799,United Kingdom,19.9
558105,21035,SET/2 RED RETROSPOT TEA TOWELS,1,6/26/2011 14:54,3.25,15644,United Kingdom,3.25
539747,72741,GRAND CHOCOLATECANDLE,3,12/21/2010 15:23,2.82,,United Kingdom,8.46
573076,23566,EGG CUP MILKMAID HEIDI,12,10/27/2011 14:05,1.25,13488,United Kingdom,15
568883,23425,STORAGE TIN HOME SWEET HOME,12,9/29/2011 12:43,2.49,18198,United Kingdom,29.88
564484,21263,GREEN GOOSE FEATHER TREE 60CM,4,8/25/2011 13:46,1.95,13634,United Kingdom,7.8
544684,21718,RED METAL BEACH SPADE,2,2/22/2011 16:32,2.46,,United Kingdom,4.92
551775,22536,MAGIC DRAWING SLATE PURDEY,24,5/4/2011 11:21,0.42,12886,United Kingdom,10.08
574477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/4/2011 12:21,2.95,15453,United Kingdom,8.85
566021,22607,WOODEN ROUNDERS GARDEN SET,12,9/8/2011 12:47,8.5,15306,United Kingdom,102
550822,84987,SET OF 36 TEATIME PAPER DOILIES,12,4/21/2011 9:26,1.45,14001,United Kingdom,17.4
576255,23122,PARTY CHARMS 50 PIECES,1,11/14/2011 14:09,0.83,15993,United Kingdom,0.83
538832,21871,SAVE THE PLANET MUG,12,12/14/2010 13:03,1.25,17158,United Kingdom,15
546364,20668,DISCO BALL CHRISTMAS DECORATION,24,3/11/2011 11:33,0.12,,United Kingdom,2.88
573160,22426,ENAMEL WASH BOWL CREAM,4,10/28/2011 8:58,3.75,14359,United Kingdom,15
574740,23485,BOTANICAL GARDENS WALL CLOCK,1,11/6/2011 16:07,25,12357,Switzerland,25
565443,21121,SET/10 RED POLKADOT PARTY CANDLES,24,9/4/2011 14:22,1.25,12567,France,30
547398,21557,SET OF 6 FUNKY BEAKERS,1,3/22/2011 16:55,5.63,,United Kingdom,5.63
580691,90214A,"LETTER ""A"" BLING KEY RING",12,12/5/2011 15:48,0.29,13790,United Kingdom,3.48
567665,82581,TOILET METAL SIGN,1,9/21/2011 15:22,1.25,,United Kingdom,1.25
565460,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,9/5/2011 9:24,2.95,16843,United Kingdom,17.7
557595,23005,TRAVEL CARD WALLET I LOVE LONDON,7,6/21/2011 11:19,0.42,15507,United Kingdom,2.94
558714,22418,10 COLOUR SPACEBOY PEN,10,7/1/2011 13:17,0.85,17888,United Kingdom,8.5
554096,22553,PLASTERS IN TIN SKULLS,12,5/22/2011 12:51,1.65,14921,United Kingdom,19.8
555933,22382,LUNCH BAG SPACEBOY DESIGN,10,6/8/2011 8:49,1.65,12567,France,16.5
576326,22065,CHRISTMAS PUDDING TRINKET POT,2,11/14/2011 15:18,0.39,16504,United Kingdom,0.78
549155,22268,EASTER DECORATION SITTING BUNNY,2,4/6/2011 17:08,1.63,,United Kingdom,3.26
543981,22817,CARD SUKI BIRTHDAY,12,2/15/2011 8:18,0.42,15358,United Kingdom,5.04
572552,21908,CHOCOLATE THIS WAY METAL SIGN,2,10/24/2011 17:07,4.13,14096,United Kingdom,8.26
571716,23469,CARD HOLDER LOVE BIRD SMALL,1,10/18/2011 17:05,8.29,,United Kingdom,8.29
561214,22470,HEART OF WICKER LARGE,4,7/25/2011 17:00,3.29,,United Kingdom,13.16
570672,22537,MAGIC DRAWING SLATE DINOSAUR,24,10/11/2011 14:52,0.42,12536,France,10.08
546913,84596E,SMALL LICORICE DES PINK BOWL,2,3/17/2011 20:18,0.42,15861,United Kingdom,0.84
560355,22900,SET 2 TEA TOWELS I LOVE LONDON,4,7/18/2011 11:37,3.25,15906,United Kingdom,13
570121,21984,PACK OF 12 PINK PAISLEY TISSUES,24,10/7/2011 12:49,0.39,13419,United Kingdom,9.36
540680,20733,GOLD MINI TAPE MEASURE,1,1/10/2011 16:24,0.85,15311,United Kingdom,0.85
551693,23230,WRAP ALPHABET DESIGN,25,5/3/2011 13:36,0.42,15582,United Kingdom,10.5
540646,21556,CERAMIC STRAWBERRY MONEY BOX,2,1/10/2011 14:32,2.51,,United Kingdom,5.02
574629,20726,LUNCH BAG WOODLAND,1,11/6/2011 11:21,1.65,16326,United Kingdom,1.65
577358,22284,HEN HOUSE DECORATION,1,11/18/2011 15:59,3.29,,United Kingdom,3.29
548211,21209,MULTICOLOUR HONEYCOMB FAN,48,3/30/2011 9:06,1.45,14646,Netherlands,69.6
566194,46776A,WOVEN BUBBLE GUM CUSHION COVER,1,9/9/2011 13:42,4.95,14711,United Kingdom,4.95
555722,35004B,SET OF 3 BLACK FLYING DUCKS,1,6/6/2011 16:06,5.79,,United Kingdom,5.79
572318,22810,SET OF 6 T-LIGHTS SNOWMEN,1,10/23/2011 16:19,2.95,15436,United Kingdom,2.95
576840,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,11/16/2011 15:23,1.38,,United Kingdom,8.28
568187,21314,SMALL GLASS HEART TRINKET POT,48,9/25/2011 14:32,1.85,13408,United Kingdom,88.8
550360,85125,SMALL ROUND CUT GLASS CANDLESTICK,2,4/18/2011 10:55,4.95,14978,United Kingdom,9.9
543113,22549,PICTURE DOMINOES,12,2/3/2011 13:06,1.45,13047,United Kingdom,17.4
540026,21915,RED  HARMONICA IN BOX,1,1/4/2011 13:25,2.51,,United Kingdom,2.51
577800,22437,SET OF 9 BLACK SKULL BALLOONS,20,11/21/2011 17:00,0.85,15484,United Kingdom,17
577869,22152,PLACE SETTING WHITE STAR,5,11/22/2011 11:34,0.42,13268,United Kingdom,2.1
545688,22479,DAISY GARDEN MARKER,6,3/6/2011 12:42,1.25,16033,United Kingdom,7.5
549291,37342,POLKADOT COFFEE CUP & SAUCER PINK,4,4/7/2011 19:05,0.79,16261,United Kingdom,3.16
544394,22728,ALARM CLOCK BAKELIKE PINK,4,2/18/2011 12:02,3.75,13932,United Kingdom,15
571054,23266,SET OF 3 WOODEN STOCKING DECORATION,2,10/13/2011 13:58,1.25,14234,United Kingdom,2.5
579465,23522,WALL ART DOG AND BALL,1,11/29/2011 14:53,2.89,15790,United Kingdom,2.89
574657,20719,WOODLAND CHARLOTTE BAG,1,11/6/2011 11:43,0.85,13772,United Kingdom,0.85
562269,23168,CLASSIC CAFE SUGAR DISPENSER,1,8/3/2011 16:35,1.25,14056,United Kingdom,1.25
559816,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2,7/12/2011 16:11,1.63,,United Kingdom,3.26
578067,90166,PINK & WHITE ROSEBUD RING,1,11/22/2011 15:43,4.15,,United Kingdom,4.15
542662,22384,LUNCH BAG PINK POLKADOT,10,1/31/2011 12:10,1.65,18145,United Kingdom,16.5
559163,21366,MIRRORED WALL ART PHOTO FRAMES,1,7/6/2011 16:33,3.29,,United Kingdom,3.29
547918,22863,SOAP DISH BROCANTE,8,3/28/2011 12:49,2.95,15249,United Kingdom,23.6
554137,21671,RED SPOT CERAMIC DRAWER KNOB,12,5/23/2011 10:13,1.25,12708,Germany,15
569731,21078,SET/20 STRAWBERRY PAPER NAPKINS,12,10/6/2011 9:48,0.85,13999,United Kingdom,10.2
578844,22905,CALENDAR IN SEASON DESIGN,1,11/25/2011 16:14,2.46,,United Kingdom,2.46
566871,21481,FAWN BLUE HOT WATER BOTTLE,4,9/15/2011 13:27,3.75,17047,United Kingdom,15
543283,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2/7/2011 9:15,9.95,15781,United Kingdom,19.9
573423,23569,TRADTIONAL ALPHABET STAMP SET,8,10/31/2011 9:58,4.95,16133,United Kingdom,39.6
539255,21722,SWEET PUDDING STICKER SHEET,12,12/16/2010 14:26,0.85,16316,United Kingdom,10.2
539418,21619,4 VANILLA BOTANICAL CANDLES,12,12/17/2010 13:58,1.25,17007,United Kingdom,15
574077,21619,4 VANILLA BOTANICAL CANDLES,1,11/2/2011 15:56,1.25,17999,United Kingdom,1.25
548259,17038,PORCELAIN BUDAH INCENSE HOLDER,60,3/30/2011 11:12,0.1,14099,United Kingdom,6
577078,23473,WOODLAND SMALL RED FELT HEART,1,11/17/2011 15:17,1.63,,United Kingdom,1.63
546686,84429A,MEDIUM PINK BUDDHA HEAD,6,3/16/2011 9:52,2.95,14636,United Kingdom,17.7
565408,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,9/4/2011 11:12,2.95,16813,United Kingdom,2.95
547396,21240,BLUE POLKADOT CUP,1,3/22/2011 16:54,1.63,,United Kingdom,1.63
540647,21155,RED RETROSPOT PEG BAG,2,1/10/2011 14:57,2.1,17406,United Kingdom,4.2
576463,21990,MODERN FLORAL STATIONERY SET,3,11/15/2011 11:37,1.25,17974,United Kingdom,3.75
576214,23084,RABBIT NIGHT LIGHT,2,11/14/2011 12:49,2.08,15863,United Kingdom,4.16
544087,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2/15/2011 17:02,3.75,17530,United Kingdom,7.5
550137,22467,GUMBALL COAT RACK,12,4/14/2011 13:59,2.55,12477,Germany,30.6
551533,22631,CIRCUS PARADE LUNCH BOX,1,5/1/2011 14:58,1.95,15407,United Kingdom,1.95
571310,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,10/17/2011 10:17,2.95,13394,United Kingdom,35.4
566279,22342,HOME GARLAND PAINTED ZINC,2,9/11/2011 14:09,0.75,14432,United Kingdom,1.5
538178,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,12/10/2010 9:51,1.25,17696,United Kingdom,15
576931,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",24,11/17/2011 11:10,0.39,13028,United Kingdom,9.36
537409,22150,3 STRIPEY MICE FELTCRAFT,12,12/6/2010 15:00,1.95,15194,United Kingdom,23.4
569333,23526,DOG LICENCE WALL ART,4,10/3/2011 13:49,5.95,13431,United Kingdom,23.8
577358,21967,PACK OF 12 SKULL TISSUES,5,11/18/2011 15:59,0.83,,United Kingdom,4.15
545166,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,2/28/2011 14:03,1.25,17027,United Kingdom,3.75
552526,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,1,5/9/2011 16:42,6.25,17576,United Kingdom,6.25
575694,35004G,SET OF 3 GOLD FLYING DUCKS,1,11/10/2011 16:38,6.35,12748,United Kingdom,6.35
569089,22620,4 TRADITIONAL SPINNING TOPS,4,9/30/2011 12:03,1.45,13764,United Kingdom,5.8
541206,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,64,1/14/2011 12:24,3.75,14646,Netherlands,240
563073,22023,EMPIRE BIRTHDAY CARD,12,8/11/2011 15:56,0.42,18235,United Kingdom,5.04
572287,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,10/23/2011 12:26,2.95,15584,United Kingdom,5.9
562553,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,8/5/2011 16:34,1.63,,United Kingdom,3.26
563730,22227,HANGING HEART MIRROR DECORATION,24,8/18/2011 17:43,0.65,14221,United Kingdom,15.6
558777,23173,REGENCY TEAPOT ROSES,2,7/4/2011 10:23,19.96,,United Kingdom,39.92
537199,21820,GLITTER HEART GARLAND WITH BELLS,2,12/5/2010 14:06,3.75,15894,United Kingdom,7.5
574481,23309,SET OF 60 I LOVE LONDON CAKE CASES,1,11/4/2011 12:45,0.55,18022,United Kingdom,0.55
575331,23348,CHILDRENS TOY COOKING UTENSIL SET,6,11/9/2011 13:52,2.08,13209,United Kingdom,12.48
560209,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,7/15/2011 14:05,3.75,15004,United Kingdom,7.5
551009,47566b,TEA TIME PARTY BUNTING,5,4/26/2011 9:50,8.29,,United Kingdom,41.45
567062,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,9/16/2011 11:48,0.39,16108,United Kingdom,9.36
570011,21731,RED TOADSTOOL LED NIGHT LIGHT,12,10/7/2011 9:44,1.65,16477,United Kingdom,19.8
574252,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,11/3/2011 13:24,2.95,12437,France,35.4
562715,23082,SET 6 PAPER TABLE LANTERN HEARTS,2,8/8/2011 15:34,7.46,,United Kingdom,14.92
556108,90116,FRUIT SALAD BAG CHARM,1,6/8/2011 17:59,2.46,,United Kingdom,2.46
569246,84692,BOX OF 24 COCKTAIL PARASOLS,3,10/3/2011 9:57,0.83,14096,United Kingdom,2.49
561610,21179,NO JUNK MAIL METAL SIGN,24,7/28/2011 12:28,0.39,16076,United Kingdom,9.36
568802,23224,CHERUB HEART DECORATION GOLD,12,9/29/2011 10:49,0.83,14834,United Kingdom,9.96
576078,22065,CHRISTMAS PUDDING TRINKET POT,8,11/13/2011 16:22,0.39,14432,United Kingdom,3.12
545914,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,3/8/2011 11:39,2.95,13340,United Kingdom,35.4
569699,23501,KEY RING BASEBALL BOOT UNION JACK,10,10/5/2011 15:52,1.25,12723,France,12.5
568701,84879,ASSORTED COLOUR BIRD ORNAMENT,8,9/28/2011 15:07,1.69,13924,United Kingdom,13.52
574856,23541,WALL ART CLASSIC PUDDINGS,1,11/7/2011 12:06,12.46,,United Kingdom,12.46
578934,22867,HAND WARMER BIRD DESIGN,2,11/27/2011 12:47,2.1,14577,United Kingdom,4.2
538951,22348,TEA BAG PLATE RED RETROSPOT,1,12/15/2010 11:26,0.85,16782,United Kingdom,0.85
557673,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,6/22/2011 10:15,1.65,16180,United Kingdom,33
541219,22680,FRENCH BLUE METAL DOOR SIGN 5,1,1/14/2011 14:06,2.46,,United Kingdom,2.46
544893,21908,CHOCOLATE THIS WAY METAL SIGN,12,2/24/2011 12:01,2.1,17865,United Kingdom,25.2
564221,84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,8/24/2011 9:36,8.29,,United Kingdom,8.29
559422,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,7/8/2011 12:00,3.75,12553,France,15
556497,22694,WICKER STAR,6,6/12/2011 15:31,2.1,15271,United Kingdom,12.6
580528,72819,CUPID DESIGN SCENTED CANDLES,12,12/4/2011 15:28,1.25,14911,EIRE,15
547645,22435,SET OF 9 HEART SHAPED BALLOONS,12,3/24/2011 11:40,1.25,12676,Sweden,15
580536,23199,JUMBO BAG APPLES,20,12/4/2011 16:07,2.08,12490,France,41.6
567667,23379,PACK OF 12 RED APPLE TISSUES,1,9/21/2011 15:24,0.83,,United Kingdom,0.83
551136,21242,RED RETROSPOT PLATE,8,4/26/2011 13:05,1.69,15301,United Kingdom,13.52
536415,21976,PACK OF 60 MUSHROOM CAKE CASES,2,12/1/2010 11:57,0.55,12838,United Kingdom,1.1
545897,16237,SLEEPING CAT ERASERS,1,3/7/2011 17:22,0.42,,United Kingdom,0.42
576339,21731,RED TOADSTOOL LED NIGHT LIGHT,6,11/14/2011 15:27,3.29,14096,United Kingdom,19.74
573481,23084,RABBIT NIGHT LIGHT,18,10/31/2011 11:10,2.08,13994,United Kingdom,37.44
552821,82482,WOODEN PICTURE FRAME WHITE FINISH,1,5/11/2011 12:58,2.55,18118,United Kingdom,2.55
550885,85152,HAND OVER THE CHOCOLATE   SIGN,12,4/21/2011 11:59,2.1,16185,United Kingdom,25.2
562282,23171,REGENCY TEA PLATE GREEN,12,8/4/2011 10:38,1.65,13098,United Kingdom,19.8
575090,21770,OPEN CLOSED METAL SIGN,1,11/8/2011 14:04,4.95,17515,United Kingdom,4.95
545664,21623,VINTAGE UNION JACK MEMOBOARD,2,3/4/2011 15:15,9.95,12584,Italy,19.9
563504,85099B,JUMBO BAG RED RETROSPOT,10,8/17/2011 9:16,2.08,16218,United Kingdom,20.8
572484,84992,72 SWEETHEART FAIRY CAKE CASES,3,10/24/2011 13:50,0.55,17220,United Kingdom,1.65
580136,22959,WRAP CHRISTMAS VILLAGE,1,12/1/2011 19:42,0.42,17841,United Kingdom,0.42
575982,22207,FRYING PAN UNION FLAG,1,11/13/2011 13:42,4.25,13798,United Kingdom,4.25
568528,23389,SPACEBOY MINI BACKPACK,4,9/27/2011 13:32,4.15,13979,United Kingdom,16.6
569398,22563,HAPPY STENCIL CRAFT,144,10/4/2011 8:27,1.06,17381,United Kingdom,152.64
576339,85179A,GREEN BITTY LIGHT CHAIN,1,11/14/2011 15:27,9.13,14096,United Kingdom,9.13
575337,22867,HAND WARMER BIRD DESIGN,1,11/9/2011 14:11,2.1,17867,United Kingdom,2.1
575985,22395,PAPERWEIGHT VINTAGE PAISLEY,1,11/13/2011 14:09,2.55,17841,United Kingdom,2.55
553387,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,5/16/2011 16:33,4.13,,United Kingdom,4.13
553038,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,5/13/2011 8:11,1.65,12471,Germany,19.8
580501,23301,GARDENERS KNEELING PAD KEEP CALM,4,12/4/2011 13:00,1.65,14546,United Kingdom,6.6
565408,23201,JUMBO BAG ALPHABET,2,9/4/2011 11:12,2.08,16813,United Kingdom,4.16
548490,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/31/2011 13:13,0.55,12909,United Kingdom,13.2
559068,23200,JUMBO BAG PEARS,1,7/6/2011 10:41,2.08,17841,United Kingdom,2.08
566290,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,9/11/2011 15:24,0.85,14456,United Kingdom,0.85
536628,71053,WHITE METAL LANTERN,6,12/2/2010 10:54,3.39,17850,United Kingdom,20.34
